geo_name,geo_sumlevel,geo_id,adult_smoking_2015,adult_smoking_2016,adult_smoking_2017,homicide_rate_2015,homicide_rate_2016,homicide_rate_2017,income_2013,income_2014,income_2015,income_2016
"Whitley County, KY","county",05000US21235,0.285,0.269,0.278,6,5.9,4.4,29769,32255,31014,32397
"Wolfe County, KY","county",05000US21237,0.375,0.301,0.302,,,,22574,21198,20504,21797
"Woodford County, KY","county",05000US21239,0.14,0.196,0.191,,,,57580,58639,58750,59471
"Acadia Parish, LA","county",05000US22001,0.236,0.227,0.213,6.7,7.6,8.5,37587,37684,37649,39837
"Allen Parish, LA","county",05000US22003,0.213,0.228,0.21,,,,38429,39440,40948,41801
"Ascension Parish, LA","county",05000US22005,0.194,0.188,0.179,4.4,4.4,5.2,69070,70207,70551,71752
"Assumption Parish, LA","county",05000US22007,0.2,0.214,0.192,6.8,,6.2,46116,47961,49167,47822
"Avoyelles Parish, LA","county",05000US22009,0.265,0.246,0.216,4.8,5.2,5.5,33942,33781,33739,34985
"Beauregard Parish, LA","county",05000US22011,0.258,0.224,0.2,5,5.8,4.4,46385,46420,45969,46599
"Bienville Parish, LA","county",05000US22013,0.259,0.244,0.222,,,,31543,32826,32876,35722
"Bossier Parish, LA","county",05000US22015,0.256,0.213,0.178,5.2,5.2,5.5,53248,52754,52892,51894
"Caddo Parish, LA","county",05000US22017,0.22,0.234,0.207,12.6,12.3,11.1,41053,41251,41234,40815
"Calcasieu Parish, LA","county",05000US22019,0.219,0.246,0.197,8.4,8.1,7,43499,44045,45312,46457
"Caldwell Parish, LA","county",05000US22021,0.287,0.231,0.214,,,,39385,36792,33294,29832
"Cameron Parish, LA","county",05000US22023,0.309,0.199,0.168,,,,64574,64129,64231,65679
"Catahoula Parish, LA","county",05000US22025,0.283,0.237,0.218,,,,36165,35093,34904,34736
"Claiborne Parish, LA","county",05000US22027,0.226,0.243,0.239,,,,32996,34216,32072,28927
"Concordia Parish, LA","county",05000US22029,0.225,0.266,0.232,14.6,13.5,11.8,29022,29824,29654,28405
"De Soto Parish, LA","county",05000US22031,0.284,0.235,0.222,9.5,8.5,7.4,39162,41486,41468,42368
"East Baton Rouge Parish, LA","county",05000US22033,0.17,0.195,0.157,17.1,17.3,17.8,48506,48535,49285,49942
"East Carroll Parish, LA","county",05000US22035,0.265,0.33,0.308,20.4,20.7,,25321,24947,21099,22093
"East Feliciana Parish, LA","county",05000US22037,0.211,0.228,0.2,10.3,13.1,10.7,47225,46220,45520,48997
"Evangeline Parish, LA","county",05000US22039,0.263,0.25,0.23,5.7,6.6,5.9,31832,30323,30009,30724
"Franklin Parish, LA","county",05000US22041,0.258,0.24,0.212,,7.7,9,31214,30607,30275,32440
"Grant Parish, LA","county",05000US22043,0.29,0.228,0.2,6.9,6.3,,39654,39729,39914,40389
"Iberia Parish, LA","county",05000US22045,0.201,0.222,0.187,8.4,8.5,8.9,44262,45022,45261,44573
"Iberville Parish, LA","county",05000US22047,0.164,0.237,0.209,11,8.7,9,45368,45692,45117,46480
"Jackson Parish, LA","county",05000US22049,0.193,0.24,0.212,,,,37388,36466,38029,38310
"Jefferson Parish, LA","county",05000US22051,0.208,0.191,0.186,17.2,16.7,14.5,48261,47871,47947,49457
"Jefferson Davis Parish, LA","county",05000US22053,0.28,0.219,0.21,12.1,12.7,10.4,41622,40335,39063,39202
"Lafayette Parish, LA","county",05000US22055,0.223,0.228,0.165,6.4,6.1,6,51462,51406,51869,52435
"Lafourche Parish, LA","county",05000US22057,0.226,0.204,0.188,5.6,5.7,4.6,50572,50396,51030,52071
"LaSalle Parish, LA","county",05000US22059,0.263,0.226,0.203,,,,42528,41173,37310,35339
"Lincoln Parish, LA","county",05000US22061,0.149,0.247,0.221,5.2,5.8,4.6,35769,34210,33467,34527
"Livingston Parish, LA","county",05000US22063,0.238,0.228,0.196,6,5.3,5.6,56811,57478,58251,57334
"Madison Parish, LA","county",05000US22065,0.246,0.318,0.27,,,15.6,25498,24028,23854,25404
"Morehouse Parish, LA","county",05000US22067,0.219,0.26,0.23,13.5,12.3,12.5,28585,28304,28003,30279
"Natchitoches Parish, LA","county",05000US22069,0.271,0.242,0.222,10.6,10.4,11.3,33953,33629,31345,30697
"Orleans Parish, LA","county",05000US22071,0.199,0.231,0.216,48,44.8,42.5,37146,36964,36792,37488
"Ouachita Parish, LA","county",05000US22073,0.211,0.233,0.209,7.7,8.2,9.9,38955,39111,37754,38974
